続QF9501,2019-07-04 00:00:02,1.12535162055095e-07,0.0001233945759862317,4.1399375473943306e-08,4.1399375473943306e-08,4.1399375473943306e-08
続Q132CR,2019-07-04 00:00:02,1.12535162055095e-07,0.0001233945759862317,4.1399375473943306e-08,4.1399375473943306e-08,4.1399375473943306e-08
続QB8201,2019-07-04 01:00:03,0.0024726231566347743,0.00694006789390892,0.0009110511944006454,0.0009110511944006454,0.0009110511944006454
続Q6232A,2019-07-04 01:00:03,0.0024726231566347743,2.061153618190204e-09,0.0009110511944006454,0.0009110511944006454,0.0009110511944006454
続Q7287R,2019-07-04 01:42:03,1.12535162055095e-07,7.435834742668944e-07,4.139937547394331e-08,4.139937547394331e-08,4.139937547394331e-08
続Q713BM,2019-07-04 05:30:02,0.999999999721053,0.01798620996209156,0.9999832985781522,0.9999832985781522,0.9999832985781522
続Q3M914,2019-07-04 05:30:02,0.9999999997210531,0.01798620996209156,0.9999832985781522,0.999983298578152,0.999983298578152
続Q8065N,2019-07-04 05:33:02,0.9999999586006245,0.01798620996209156,0.9999832985781522,0.0,0.999983298578152
続QS4600,2019-07-04 05:33:02,0.9999999586006245,0.01798620996209156,0.9999832985781522,0.0,0.999983298578152
続Q2M617,2019-07-04 05:33:02,0.9999999586006244,0,0.9999832985781522,0.0,0.999983298578152
続Q653CH,2019-07-04 05:33:02,0.9999999586006244,0,0.9999832985781522,0.0,0.999983298578152
続Q0398N,2019-07-04 05:33:02,0.9999999586006244,0,0.9999832985781522,0.0,0.9999832985781522
続Q035DX,2019-07-04 05:36:02,0.9999999586006244,0,0.9999832985781522,0.0,0.9999832985781522
続Q611FK,2019-07-04 05:39:02,1.0,0.7758793652880296,0.9999999999999998,0.0,0.9999999999999998
続Q3M515,2019-07-04 05:42:02,0.0024726231566347743,0.01798620996209156,0.0009110511944006454,0.0009110511944006454,0.0009110511944006454
続Q4328A,2019-07-04 05:42:02,0.0024726231566347743,0.017986209962091555,0.0009110511944006454,0.0009110511944006454,0.0009110511944006454
続Q302AR,2019-07-04 05:45:02,0.0024726231566347743,0.00694006789390892,0.0009110511944006454,0.0009110511944006454,0.0009110511944006454
続QS8242,2019-07-04 05:45:02,0.0024726231566347743,0.01798620996209156,0.0009110511944006454,0.0009110511944006454,0.0009110511944006454
